ID	start	stop	Strand	Length	PID	Gene	Synonym	COG	sanger_anot	Possible.DR.phage.PEPPE.	essential.	Annotation	Filter_criteria	Filter
336534..336537	336534	336537	I	NA	NA		IG281_Rv0278c-Rv0279c			repeat			Annotation + Marin et al 2022	DISCARD
336539..336540	336539	336540	I	NA	NA		IG281_Rv0278c-Rv0279c			repeat			Annotation + Marin et al 2022	DISCARD
336545..336546	336545	336546	I	NA	NA		IG281_Rv0278c-Rv0279c			repeat			Annotation + Marin et al 2022	DISCARD
336552..336559	336552	336559	I	NA	NA		IG281_Rv0278c-Rv0279c			repeat			Annotation + Marin et al 2022	DISCARD
336560..337173	336560	337173	-	837	57116713	PE_PGRS4	Rv0279c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
337265..337381	337265	337381	-	837	57116713	PE_PGRS4	Rv0279c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
337492..337617	337492	337617	-	837	57116713	PE_PGRS4	Rv0279c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
337714..339073	337714	339073	-	837	57116713	PE_PGRS4	Rv0279c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
339074..339148	339074	339148	I	NA	NA		IG282_Rv0279c-Rv0280			repeat			Annotation + Marin et al 2022	DISCARD
339715..339822	339715	339822	+	536	57116714	PPE3	Rv0280	-	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
340429..340470	340429	340470	+	536	57116714	PPE3	Rv0280	-	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
340472..340484	340472	340484	+	536	57116714	PPE3	Rv0280	-	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
350296..350360	350296	350360	+	513	57116716	PPE4	Rv0286	-	 IV.C.1	PE/PPE/PGRS	essential	PPE family protein	Annotation + Marin et al 2022	DISCARD
361634..361726	361634	361726	+	591	57116718	PE_PGRS5	Rv0297	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
361740..361973	361740	361973	+	591	57116718	PE_PGRS5	Rv0297	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
361987..362010	361987	362010	+	591	57116718	PE_PGRS5	Rv0297	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
362620..362748	362620	362748	+	591	57116718	PE_PGRS5	Rv0297	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
362751..362764	362751	362764	+	591	57116718	PE_PGRS5	Rv0297	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
362769..362916	362769	362916	+	591	57116718	PE_PGRS5	Rv0297	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
362960..363020	362960	363020	+	591	57116718	PE_PGRS5	Rv0297	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
366150..372764	366150	372764	-	2204	57116719	PPE5	Rv0304c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
372777..372819	372777	372819	I	NA	NA		IG307_Rv0304c-Rv0305c			repeat			Annotation + Marin et al 2022	DISCARD
372820..372834	372820	372834	-	963	57116720	PPE6	Rv0305c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
373194..373249	373194	373249	-	963	57116720	PPE6	Rv0305c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
373280..373372	373280	373372	-	963	57116720	PPE6	Rv0305c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
373394..373471	373394	373471	-	963	57116720	PPE6	Rv0305c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
373527..373657	373527	373657	-	963	57116720	PPE6	Rv0305c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
373972..374026	373972	374026	-	963	57116720	PPE6	Rv0305c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
374051..374185	374051	374185	-	963	57116720	PPE6	Rv0305c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
374464..374983	374464	374983	-	963	57116720	PPE6	Rv0305c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
375259..375329	375259	375329	-	963	57116720	PPE6	Rv0305c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
400147..400191	400147	400191	I	NA	NA		IG338_Rv0335c-Rv0336			repeat			Annotation + Marin et al 2022	DISCARD
400192..401703	400192	401703	+	503	15607477	-	Rv0336	-	 VI	repeat13E12	nonessential	13E12 repeat family protein	Annotation + Marin et al 2022	DISCARD
401704..401706	401704	401706	I	NA	NA		IG339_Rv0336-Rv0337c						Annotation + Marin et al 2022	DISCARD
424020..424150	424020	424150	I	NA	NA		IG356_Rv0353-Rv0354c						Annotation + Marin et al 2022	DISCARD
424843..425033	424843	425033	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
425096..425154	425096	425154	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
425168..425272	425168	425272	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
425284..425593	425284	425593	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
426576..426680	426576	426680	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
426736..426861	426736	426861	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
426910..426998	426910	426998	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
427070..427200	427070	427200	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
427296..427383	427296	427383	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
428403..428503	428403	428503	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
428525..428762	428525	428762	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
429119..429181	429119	429181	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
429632..429716	429632	429716	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
429791..430174	429791	430174	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
431043..431094	431043	431094	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
431126..431184	431126	431184	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
431192..431263	431192	431263	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
431273..431442	431273	431442	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
431454..431551	431454	431551	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
431884..431935	431884	431935	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
432375..432436	432375	432436	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
432533..432592	432533	432592	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
432605..432804	432605	432804	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
433691..433801	433691	433801	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
433848..433930	433848	433930	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
433940..434006	433940	434006	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
434227..434311	434227	434311	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
472443..472496	472443	472496	-	470	15607533	ndhA	Rv0392c	COG1252C	 II.C.5		nonessential	membrane NADH dehydrogenase	Marin et al 2022 + homoplasy analysis	DISCARD
473741..474045	473741	474045	+	441	15607534	-	Rv0393	-	 VI	repeat13E12	nonessential	13E12 repeat family protein	Annotation + Marin et al 2022	DISCARD
474047..474106	474047	474106	+	441	15607534	-	Rv0393	-	 VI	repeat13E12	nonessential	13E12 repeat family protein	Annotation + Marin et al 2022	DISCARD
474107..474109	474107	474109	I	NA	NA		IG396_Rv0393-Rv0394c						Annotation + Marin et al 2022	DISCARD
475807..475815	475807	475815	I	NA	NA		IG399_Rv0396-Rv0397						Annotation + Marin et al 2022	DISCARD
475816..476111	475816	476111	+	122	15607538	-	Rv0397	-	 VI	repeat13E12	nonessential	13E12 repeat family protein	Annotation + Marin et al 2022	DISCARD
476125..476183	476125	476183	+	122	15607538	-	Rv0397	-	 VI	repeat13E12	nonessential	13E12 repeat family protein	Annotation + Marin et al 2022	DISCARD
531536..531591	531536	531591	-	487	57116731	PPE10	Rv0442c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
543555..543639	543555	543639	+	518	57116732	PPE11	Rv0453	-	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
580582..580808	580582	580808	I	NA	NA		IG495_Rv0490-Rv0491						Marin et al 2022 + homoplasy analysis	DISCARD
595330..595453	595330	595453	I	NA	NA		IG512_Rv0504c-Rv0505c						Marin et al 2022 + homoplasy analysis	DISCARD
606506..606550	606506	606550	I	NA	NA		IG522_Rv0514-Rv0515						Annotation + Marin et al 2022	DISCARD
606551..608062	606551	608062	+	503	15607656	-	Rv0515	-	 VI	repeat13E12	nonessential	13E12 repeat family protein	Annotation + Marin et al 2022	DISCARD
622890..622945	622890	622945	+	594	57116752	PE_PGRS6	Rv0532	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
623098..624417	623098	624417	+	594	57116752	PE_PGRS6	Rv0532	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
672009..672011	672009	672011	-	1306	57116755	PE_PGRS7	Rv0578c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
672014..672070	672014	672070	-	1306	57116755	PE_PGRS7	Rv0578c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
672104..672108	672104	672108	-	1306	57116755	PE_PGRS7	Rv0578c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
672161..672246	672161	672246	-	1306	57116755	PE_PGRS7	Rv0578c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
672265..672274	672265	672274	-	1306	57116755	PE_PGRS7	Rv0578c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
672275..672442	672275	672442	-	1306	57116755	PE_PGRS7	Rv0578c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + homoplasy analysis	DISCARD
672443..672462	672443	672462	-	1306	57116755	PE_PGRS7	Rv0578c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
672477..672524	672477	672524	-	1306	57116755	PE_PGRS7	Rv0578c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
672532..672563	672532	672563	-	1306	57116755	PE_PGRS7	Rv0578c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
672648..672805	672648	672805	-	1306	57116755	PE_PGRS7	Rv0578c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
672827..672919	672827	672919	-	1306	57116755	PE_PGRS7	Rv0578c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
672945..672951	672945	672951	-	1306	57116755	PE_PGRS7	Rv0578c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
672955..672959	672955	672959	-	1306	57116755	PE_PGRS7	Rv0578c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
673102..673623	673102	673623	-	1306	57116755	PE_PGRS7	Rv0578c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
673635..673637	673635	673637	-	1306	57116755	PE_PGRS7	Rv0578c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
673647..673668	673647	673668	-	1306	57116755	PE_PGRS7	Rv0578c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
673940..673995	673940	673995	-	1306	57116755	PE_PGRS7	Rv0578c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
674121..674132	674121	674132	-	1306	57116755	PE_PGRS7	Rv0578c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
674142..674163	674142	674163	-	1306	57116755	PE_PGRS7	Rv0578c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
674218..674220	674218	674220	-	1306	57116755	PE_PGRS7	Rv0578c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
674227..674233	674227	674233	-	1306	57116755	PE_PGRS7	Rv0578c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
674240..674272	674240	674272	-	1306	57116755	PE_PGRS7	Rv0578c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
674311..674319	674311	674319	-	1306	57116755	PE_PGRS7	Rv0578c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
674343..674358	674343	674358	-	1306	57116755	PE_PGRS7	Rv0578c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
674434..674507	674434	674507	-	1306	57116755	PE_PGRS7	Rv0578c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
674546..674556	674546	674556	-	1306	57116755	PE_PGRS7	Rv0578c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
674780..675029	674780	675029	-	1306	57116755	PE_PGRS7	Rv0578c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
675034..675405	675034	675405	-	1306	57116755	PE_PGRS7	Rv0578c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
675486..675548	675486	675548	-	1306	57116755	PE_PGRS7	Rv0578c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
675555..675615	675555	675615	-	1306	57116755	PE_PGRS7	Rv0578c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
709492..709515	709492	709515	-	855	15607753	-	Rv0613c	COG0653U	 VI		nonessential	hypothetical protein	Marin et al 2022 + homoplasy analysis	DISCARD
717640..717717	717640	717717	-	246	15607765	-	Rv0625c	COG0398S	 II.C.5		nonessential	transmembrane protein	Marin et al 2022 + homoplasy analysis	DISCARD
755259..755331	755259	755331	I	NA	NA		IG672_Rv0660c-Rv0661c						Marin et al 2022 + homoplasy analysis	DISCARD
829705..829773	829705	829773	I	NA	NA		IG750_Rv0737-Rv0738						Marin et al 2022 + homoplasy analysis	DISCARD
832083..832303	832083	832303	+	175	15607880	-	Rv0740	-	 V		nonessential	hypothetical protein	Marin et al 2022 + homoplasy analysis	DISCARD
832304..832362	832304	832362	I	NA	NA		IG753_Rv0740-Rv0741						Annotation + Marin et al 2022	DISCARD
832654..832758	832654	832758	+	104	15607881	-	Rv0741	COG3464L	 IV.B.1	phage	nonessential	transposase	Annotation + Marin et al 2022	DISCARD
832981..833508	832981	833508	+	175	57116772	PE_PGRS8	Rv0742	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
833514..833517	833514	833517	I	NA	NA		IG755_Rv0742-Rv0743c						Annotation + Marin et al 2022	DISCARD
833529..833539	833529	833539	I	NA	NA		IG755_Rv0742-Rv0743c						Annotation + Marin et al 2022	DISCARD
835701..838052	835701	838052	+	783	57116773	PE_PGRS9	Rv0746	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
838451..840856	838451	840856	+	801	57116774	PE_PGRS10	Rv0747	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
841142..841204	841142	841204	+	85	15607888	-	Rv0748	-	 V		nonessential	hypothetical protein	Marin et al 2022 + homoplasy analysis	DISCARD
841228..841656	841228	841656	+	142	15607889	-	Rv0749	-	 V		nonessential	hypothetical protein	Marin et al 2022 + homoplasy analysis	DISCARD
846903..846905	846903	846905	+	584	57116776	PE_PGRS11	Rv0754	COG0406G	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
849912..849965	849912	849965	-	645	57116777	PPE12	Rv0755c	-	 IV.B.1	PE/PPE/PGRS	essential	PPE family protein	Annotation + Marin et al 2022	DISCARD
888637..888761	888637	888761	I	NA	NA		IG810_Rv0794c-Rv0795						Annotation + homoplasy analysis	DISCARD
888762..889071	888762	889071	I	NA	NA		IG810_Rv0794c-Rv0795						Annotation + Marin et al 2022	DISCARD
889072..889398	889072	889398	+	108	15607935	-	Rv0795	COG2963L	 IV.B.1	phage	nonessential	transposase IS6110	Annotation + Marin et al 2022	DISCARD
889395..890333	889395	890333	+	312	15607936	-	Rv0796	COG2801L	 IV.B.1	phage	nonessential	transposase IS6110	Annotation + Marin et al 2022	DISCARD
890334..890387	890334	890387	I	NA	NA		IG812_Rv0796-Rv0797			repeat			Annotation + Marin et al 2022	DISCARD
890388..891466	890388	891466	+	364	15607937	-	Rv0797	COG3547L	 IV.B.1	phage	nonessential	IS1547 transposase	Annotation + Marin et al 2022	DISCARD
908181..908483	908181	908483	-	100	15607954	sseC2	Rv0814c	-	 I.C.5		nonessential	hypothetical protein	Marin et al 2022 + homoplasy analysis	DISCARD
908484..908484	908484	908484	I	NA	NA		IG830_Rv0814c-Rv0815c							DISCARD
921575..921865	921575	921865	+	96	15607969	-	Rv0829	COG0675L	 IV.B.1		nonessential	hypothetical protein	Marin et al 2022 + homoplasy analysis	DISCARD
925070..925133	925070	925133	+	137	57116787	PE_PGRS12	Rv0832	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
925262..925364	925262	925364	+	137	57116787	PE_PGRS12	Rv0832	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
925361..926393	925361	926393	+	749	57116788	PE_PGRS13	Rv0833	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
926515..926596	926515	926596	+	749	57116788	PE_PGRS13	Rv0833	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
926626..927518	926626	927518	+	749	57116788	PE_PGRS13	Rv0833	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
